H3_INDEX,ANO_SEMANA,QTD_CRIMES,ALVO
89a810043afffff,2023-24,1,1
89a810043c3ffff,2023-19,1,1
89a810043c3ffff,2023-23,1,1
89a810043c3ffff,2023-29,1,1
89a810043c3ffff,2023-34,5,1
89a810043c3ffff,2023-38,2,1
89a810043c3ffff,2023-39,1,1
89a810043c3ffff,2023-41,6,1
89a810043c3ffff,2023-44,2,1
89a810043c7ffff,2013-40,1,1
89a810043c7ffff,2023-11,1,1
89a810043c7ffff,2023-13,9,1
89a810043c7ffff,2023-16,1,1
89a810043c7ffff,2023-17,1,1
89a810043c7ffff,2023-19,1,1
89a810043c7ffff,2023-20,1,1
89a810043c7ffff,2023-22,1,1
89a810043c7ffff,2023-25,2,1
89a810043c7ffff,2023-29,3,1
89a810043c7ffff,2023-32,1,1
89a810043c7ffff,2023-41,1,1
89a810043c7ffff,2023-45,5,1
89a810043c7ffff,2023-46,2,1
89a810043cbffff,2023-39,11,1
89a810043cfffff,2023-08,1,1
89a810043cfffff,2023-11,1,1
89a810043cfffff,2023-23,1,1
89a810043cfffff,2023-27,5,1
89a810043cfffff,2023-28,1,1
89a810043cfffff,2023-40,1,1
89a810043cfffff,2023-42,1,1
89a810043d3ffff,2023-10,1,1
89a810043d3ffff,2023-13,4,1
89a810043d3ffff,2023-47,5,1
89a810043d7ffff,2023-01,5,1
89a810043d7ffff,2023-14,1,1
89a810043d7ffff,2023-41,5,1
89a810043d7ffff,2023-49,1,1
89a810043dbffff,2023-10,1,1
89a810043dbffff,2023-27,1,1
89a810043dbffff,2023-40,1,1
89a81004403ffff,2023-12,11,1
89a81004403ffff,2023-15,4,1
89a81004403ffff,2023-18,1,1
89a81004407ffff,2023-10,5,1
89a81004407ffff,2023-12,1,1
89a81004407ffff,2023-15,1,1
89a81004407ffff,2023-25,1,1
89a81004407ffff,2023-29,1,1
89a81004407ffff,2023-35,5,1
89a81004407ffff,2023-41,1,1
89a81004407ffff,2023-52,2,1
89a8100440bffff,2023-03,1,1
89a8100440bffff,2023-24,11,1
89a8100440bffff,2023-49,5,1
89a8100440fffff,2023-01,1,1
89a8100440fffff,2023-35,1,1
89a8100440fffff,2023-41,15,1
89a81004413ffff,2023-11,5,1
89a81004413ffff,2023-21,1,1
89a81004413ffff,2023-25,5,1
89a81004413ffff,2023-28,5,1
89a81004413ffff,2023-39,6,1
89a81004413ffff,2023-40,1,1
89a81004413ffff,2023-45,1,1
89a81004417ffff,2023-04,1,1
89a81004417ffff,2023-08,5,1
89a81004417ffff,2023-09,1,1
89a81004417ffff,2023-10,8,1
89a81004417ffff,2023-11,6,1
89a81004417ffff,2023-16,1,1
89a81004417ffff,2023-22,2,1
89a81004417ffff,2023-23,6,1
89a81004417ffff,2023-27,13,1
89a81004417ffff,2023-36,1,1
89a81004417ffff,2023-45,1,1
89a81004417ffff,2023-48,1,1
89a8100441bffff,2023-01,2,1
89a8100441bffff,2023-17,1,1
89a8100441bffff,2023-25,1,1
89a8100441bffff,2023-27,1,1
89a8100441bffff,2023-29,1,1
89a8100441bffff,2023-34,1,1
89a8100441bffff,2023-47,1,1
89a8100441bffff,2023-52,1,1
89a81004423ffff,2023-15,1,1
89a81004423ffff,2023-45,1,1
89a81004427ffff,2023-17,1,1
89a81004427ffff,2023-22,1,1
89a81004427ffff,2023-24,1,1
89a81004427ffff,2023-30,1,1
89a81004427ffff,2023-41,1,1
89a8100442bffff,2023-06,1,1
89a8100442bffff,2023-10,2,1
89a8100442bffff,2023-23,1,1
89a8100442bffff,2023-27,1,1
89a8100442bffff,2023-35,2,1
89a8100442bffff,2023-41,5,1
89a8100442bffff,2023-52,5,1
89a8100442fffff,2023-23,1,1
89a8100442fffff,2023-26,1,1
89a81004433ffff,2023-43,1,1
89a81004433ffff,2023-50,10,1
89a81004437ffff,2023-35,1,1
89a81004437ffff,2023-42,1,1
89a81004437ffff,2023-45,10,1
89a8100443bffff,2023-03,1,1
89a8100443bffff,2023-11,5,1
89a8100443bffff,2023-12,1,1
89a8100443bffff,2023-17,1,1
89a8100443bffff,2023-20,1,1
89a8100443bffff,2023-33,1,1
89a8100443bffff,2023-41,5,1
89a8100443bffff,2023-47,4,1
89a81004443ffff,2023-03,1,1
89a81004443ffff,2023-19,5,1
89a81004447ffff,2022-52,4,1
89a81004447ffff,2023-01,1,1
89a81004447ffff,2023-11,1,1
89a81004447ffff,2023-29,7,1
89a81004447ffff,2023-47,1,1
89a8100444bffff,2022-52,12,1
89a8100444bffff,2023-03,2,1
89a8100444bffff,2023-09,2,1
89a8100444bffff,2023-26,1,1
89a8100444bffff,2023-40,12,1
89a8100444fffff,2023-01,2,1
89a8100444fffff,2023-12,1,1
89a8100444fffff,2023-30,1,1
89a8100444fffff,2023-45,1,1
89a81004453ffff,2023-29,7,1
89a81004453ffff,2023-36,4,1
89a81004453ffff,2023-40,1,1
89a81004453ffff,2023-47,11,1
89a81004457ffff,2023-02,1,1
89a81004457ffff,2023-37,5,1
89a81004457ffff,2023-38,1,1
89a81004457ffff,2023-47,5,1
89a81004457ffff,2023-51,6,1
89a81004457ffff,2023-52,1,1
89a8100445bffff,2023-42,2,1
89a8100445bffff,2023-47,22,1
89a81004463ffff,2022-42,6,1
89a81004463ffff,2023-15,1,1
89a81004463ffff,2023-33,7,1
89a81004463ffff,2023-40,1,1
89a81004463ffff,2023-41,1,1
89a81004463ffff,2023-44,1,1
89a81004463ffff,2023-45,9,1
89a81004467ffff,2023-08,1,1
89a81004467ffff,2023-10,1,1
89a81004467ffff,2023-14,1,1
89a81004467ffff,2023-28,13,1
89a8100446bffff,2023-18,1,1
89a8100446bffff,2023-19,2,1
89a8100446bffff,2023-38,1,1
89a8100446bffff,2023-47,5,1
89a8100446bffff,2023-51,1,1
89a8100446fffff,2023-03,4,1
89a8100446fffff,2023-07,17,1
89a8100446fffff,2023-13,1,1
89a8100446fffff,2023-16,1,1
89a8100446fffff,2023-17,1,1
89a8100446fffff,2023-27,1,1
89a8100446fffff,2023-28,5,1
89a8100446fffff,2023-29,5,1
89a8100446fffff,2023-30,5,1
89a8100446fffff,2023-32,4,1
89a8100446fffff,2023-33,1,1
89a8100446fffff,2023-44,1,1
89a8100446fffff,2023-47,1,1
89a8100446fffff,2023-49,1,1
89a8100446fffff,2023-51,2,1
89a81004473ffff,2023-25,1,1
89a81004473ffff,2023-37,9,1
89a81004473ffff,2023-47,2,1
89a81004477ffff,2023-05,1,1
89a81004477ffff,2023-06,4,1
89a81004477ffff,2023-09,1,1
89a81004477ffff,2023-11,1,1
89a81004477ffff,2023-14,5,1
89a81004477ffff,2023-20,1,1
89a81004477ffff,2023-41,12,1
89a81004477ffff,2023-45,2,1
89a8100447bffff,2022-46,8,1
89a8100447bffff,2023-19,2,1
89a81004483ffff,2022-50,14,1
89a81004483ffff,2023-08,2,1
89a81004483ffff,2023-10,1,1
89a81004483ffff,2023-14,1,1
89a81004483ffff,2023-44,1,1
89a81004483ffff,2023-50,1,1
89a81004487ffff,2023-04,1,1
89a81004487ffff,2023-26,1,1
89a81004487ffff,2023-33,1,1
89a81004487ffff,2023-35,1,1
89a81004487ffff,2023-50,2,1
89a81004487ffff,2023-51,7,1
89a8100448bffff,2023-04,1,1
89a8100448bffff,2023-33,1,1
89a8100448bffff,2023-43,14,1
89a8100448fffff,2023-33,1,1
89a8100448fffff,2023-41,7,1
89a8100448fffff,2023-47,1,1
89a81004493ffff,2023-01,2,1
89a81004493ffff,2023-28,1,1
89a81004497ffff,2023-10,1,1
89a81004497ffff,2023-25,9,1
89a81004497ffff,2023-30,1,1
89a81004497ffff,2023-39,1,1
89a81004497ffff,2023-46,1,1
89a81004497ffff,2023-49,1,1
89a81004497ffff,2023-51,1,1
89a8100449bffff,2022-39,14,1
89a8100449bffff,2023-10,1,1
89a8100449bffff,2023-19,8,1
89a8100449bffff,2023-22,6,1
89a8100449bffff,2023-24,1,1
89a8100449bffff,2023-29,1,1
89a8100449bffff,2023-31,1,1
89a8100449bffff,2023-33,5,1
89a8100449bffff,2023-39,1,1
89a8100449bffff,2023-48,1,1
89a8100449bffff,2023-50,6,1
89a810044a3ffff,2023-09,1,1
89a810044a3ffff,2023-10,1,1
89a810044a3ffff,2023-30,6,1
89a810044a3ffff,2023-38,1,1
89a810044abffff,2022-24,1,1
89a810044abffff,2023-11,7,1
89a810044abffff,2023-34,1,1
89a810044abffff,2023-49,1,1
89a810044afffff,2023-09,1,1
89a810044afffff,2023-12,1,1
89a810044afffff,2023-31,9,1
89a810044afffff,2023-40,5,1
89a810044b3ffff,2022-22,1,1
89a810044b3ffff,2023-19,12,1
89a810044b3ffff,2023-34,1,1
89a810044b3ffff,2023-40,1,1
89a810044b7ffff,2023-18,9,1
89a810044b7ffff,2023-19,1,1
89a810044bbffff,2023-01,5,1
89a810044bbffff,2023-14,17,1
89a810044bbffff,2023-17,1,1
89a810044bbffff,2023-19,1,1
89a810044bbffff,2023-36,5,1
89a810044bbffff,2023-37,1,1
89a810044bbffff,2023-49,1,1
89a810044c3ffff,2023-33,1,1
89a810044c3ffff,2023-39,1,1
89a810044c7ffff,2023-11,1,1
89a810044c7ffff,2023-14,5,1
89a810044c7ffff,2023-19,1,1
89a810044c7ffff,2023-33,1,1
89a810044c7ffff,2023-42,4,1
89a810044cbffff,2022-51,4,1
89a810044cbffff,2023-04,1,1
89a810044cbffff,2023-36,1,1
89a810044cbffff,2023-37,2,1
89a810044cbffff,2023-40,4,1
89a810044cbffff,2023-41,6,1
89a810044cfffff,2023-17,1,1
89a810044cfffff,2023-18,11,1
89a810044cfffff,2023-21,1,1
89a810044cfffff,2023-25,1,1
89a810044cfffff,2023-39,1,1
89a810044cfffff,2023-40,1,1
89a810044cfffff,2023-47,1,1
89a810044cfffff,2023-48,5,1
89a810044d3ffff,2023-16,1,1
89a810044d3ffff,2023-17,1,1
89a810044d3ffff,2023-18,1,1
89a810044d3ffff,2023-20,7,1
89a810044d3ffff,2023-22,1,1
89a810044d3ffff,2023-23,8,1
89a810044d3ffff,2023-25,11,1
89a810044d3ffff,2023-40,1,1
89a810044d7ffff,2012-01,1,1
89a810044d7ffff,2023-10,5,1
89a810044d7ffff,2023-19,1,1
89a810044d7ffff,2023-29,2,1
89a810044dbffff,2023-01,2,1
89a810044dbffff,2023-04,1,1
89a810044dbffff,2023-11,1,1
89a810044dbffff,2023-14,5,1
89a81004503ffff,2022-28,1,1
89a81004503ffff,2023-16,1,1
89a81004503ffff,2023-21,10,1
89a81004503ffff,2023-23,1,1
89a81004503ffff,2023-33,5,1
89a8100450bffff,2023-09,1,1
89a8100450bffff,2023-11,1,1
89a8100450bffff,2023-19,1,1
89a8100450bffff,2023-29,1,1
89a8100450bffff,2023-35,1,1
89a8100450bffff,2023-41,5,1
89a8100450bffff,2023-49,1,1
89a8100450fffff,2023-06,1,1
89a8100450fffff,2023-13,5,1
89a8100450fffff,2023-23,36,1
89a8100450fffff,2023-39,1,1
89a8100450fffff,2023-42,1,1
89a8100450fffff,2023-48,1,1
89a8100450fffff,2023-51,1,1
89a81004513ffff,2023-04,1,1
89a81004513ffff,2023-05,5,1
89a81004513ffff,2023-07,5,1
89a81004513ffff,2023-10,4,1
89a81004513ffff,2023-11,12,1
89a81004513ffff,2023-42,1,1
89a81004517ffff,2023-03,9,1
89a81004517ffff,2023-26,4,1
89a81004517ffff,2023-41,5,1
89a8100451bffff,2023-01,1,1
89a8100451bffff,2023-08,14,1
89a8100451bffff,2023-13,1,1
89a8100451bffff,2023-15,1,1
89a8100451bffff,2023-20,1,1
89a8100451bffff,2023-21,4,1
89a8100451bffff,2023-24,1,1
89a8100451bffff,2023-26,1,1
89a8100451bffff,2023-28,1,1
89a8100451bffff,2023-29,1,1
89a8100451bffff,2023-35,1,1
89a8100451bffff,2023-36,1,1
89a8100451bffff,2023-37,1,1
89a8100451bffff,2023-49,1,1
89a81004523ffff,2023-02,1,1
89a81004523ffff,2023-10,7,1
89a81004523ffff,2023-18,1,1
89a81004523ffff,2023-26,1,1
89a81004523ffff,2023-27,2,1
89a81004523ffff,2023-28,5,1
89a81004523ffff,2023-30,1,1
89a81004523ffff,2023-32,5,1
89a81004523ffff,2023-37,1,1
89a81004523ffff,2023-38,1,1
89a81004523ffff,2023-40,1,1
89a81004523ffff,2023-42,5,1
89a81004523ffff,2023-51,1,1
89a81004527ffff,2023-12,24,1
89a81004527ffff,2023-17,5,1
89a81004527ffff,2023-44,8,1
89a8100452bffff,2023-09,1,1
89a8100452bffff,2023-27,1,1
89a8100452bffff,2023-29,1,1
89a8100452bffff,2023-30,30,1
89a8100452bffff,2023-50,1,1
89a8100452fffff,2023-28,1,1
89a8100452fffff,2023-52,5,1
89a8100453bffff,2022-42,1,1
89a8100453bffff,2023-20,5,1
89a8100453bffff,2023-42,12,1
89a8100453bffff,2023-48,5,1
89a8100453bffff,2023-51,1,1
89a81004543ffff,2022-14,1,1
89a81004543ffff,2023-21,1,1
89a81004543ffff,2023-29,1,1
89a81004543ffff,2023-32,2,1
89a81004543ffff,2023-46,1,1
89a81004543ffff,2023-50,1,1
89a81004547ffff,2023-17,1,1
89a81004547ffff,2023-27,1,1
89a81004547ffff,2023-28,4,1
89a81004547ffff,2023-38,12,1
89a81004547ffff,2023-47,9,1
89a81004547ffff,2023-50,1,1
89a8100454bffff,2023-20,2,1
89a8100454bffff,2023-45,5,1
89a8100454bffff,2023-46,1,1
89a8100454fffff,2023-22,4,1
89a81004553ffff,2023-22,1,1
89a81004557ffff,2023-08,16,1
89a81004557ffff,2023-49,1,1
89a81004557ffff,2023-50,1,1
89a8100455bffff,2023-07,1,1
89a8100455bffff,2023-09,1,1
89a8100455bffff,2023-30,1,1
89a8100455bffff,2023-31,1,1
89a8100455bffff,2023-47,1,1
89a8100455bffff,2023-50,1,1
89a81004563ffff,2023-06,5,1
89a81004563ffff,2023-16,1,1
89a81004563ffff,2023-17,1,1
89a81004563ffff,2023-21,9,1
89a81004563ffff,2023-24,1,1
89a81004563ffff,2023-28,1,1
89a81004563ffff,2023-29,1,1
89a81004563ffff,2023-40,1,1
89a81004567ffff,2023-09,1,1
89a81004567ffff,2023-16,7,1
89a81004567ffff,2023-33,1,1
89a8100456bffff,2023-02,1,1
89a8100456bffff,2023-17,1,1
89a8100456bffff,2023-21,5,1
89a8100456bffff,2023-23,2,1
89a8100456bffff,2023-37,1,1
89a8100456bffff,2023-43,4,1
89a8100456bffff,2023-47,1,1
89a8100456fffff,2023-03,1,1
89a8100456fffff,2023-18,1,1
89a8100456fffff,2023-29,1,1
89a81004573ffff,2023-14,1,1
89a81004573ffff,2023-37,1,1
89a81004577ffff,2023-36,1,1
89a8100457bffff,2023-10,1,1
89a81004583ffff,2023-01,5,1
89a81004583ffff,2023-19,1,1
89a81004583ffff,2023-48,5,1
89a81004587ffff,2023-05,1,1
89a81004587ffff,2023-20,1,1
89a81004587ffff,2023-39,9,1
89a81004587ffff,2023-43,1,1
89a8100458bffff,2023-06,1,1
89a8100458bffff,2023-12,5,1
89a8100458bffff,2023-52,4,1
89a8100458fffff,2023-15,5,1
89a8100458fffff,2023-39,1,1
89a8100458fffff,2023-50,5,1
89a81004593ffff,2023-03,17,1
89a81004593ffff,2023-04,4,1
89a81004593ffff,2023-21,1,1
89a81004593ffff,2023-45,5,1
89a81004593ffff,2023-51,5,1
89a81004597ffff,2023-47,1,1
89a8100459bffff,2023-09,1,1
89a8100459bffff,2023-13,1,1
89a8100459bffff,2023-20,1,1
89a810045abffff,2023-02,4,1
89a810045b7ffff,2023-18,1,1
89a810045b7ffff,2023-39,2,1
89a810045b7ffff,2023-42,1,1
89a810045bbffff,2023-23,1,1
89a810045bbffff,2023-25,1,1
89a810045bbffff,2023-26,1,1
89a810045bbffff,2023-29,1,1
89a810045bbffff,2023-36,1,1
89a810045bbffff,2023-40,1,1
89a810045bbffff,2023-41,11,1
89a810045c3ffff,2023-25,1,1
89a810045c3ffff,2023-47,8,1
89a810045c7ffff,2023-14,1,1
89a810045c7ffff,2023-17,5,1
89a810045c7ffff,2023-21,8,1
89a810045c7ffff,2023-31,1,1
89a810045c7ffff,2023-44,1,1
89a810045c7ffff,2023-46,1,1
89a810045cbffff,2023-02,1,1
89a810045cbffff,2023-33,4,1
89a810045cfffff,2023-20,1,1
89a810045cfffff,2023-31,8,1
89a810045cfffff,2023-37,10,1
89a810045cfffff,2023-38,2,1
89a810045cfffff,2023-40,1,1
89a810045cfffff,2023-44,1,1
89a810045cfffff,2023-49,1,1
89a810045cfffff,2023-52,1,1
89a810045d3ffff,2023-37,1,1
89a810045d3ffff,2023-40,1,1
89a810045dbffff,2023-02,5,1
89a810045dbffff,2023-10,1,1
89a810045dbffff,2023-12,1,1
89a810045dbffff,2023-27,1,1
89a810045dbffff,2023-35,6,1
89a810045dbffff,2023-48,1,1
89a81004603ffff,2023-01,1,1
89a81004607ffff,2022-45,1,1
89a81004607ffff,2023-28,1,1
89a81004607ffff,2023-40,1,1
89a8100460bffff,2023-40,1,1
89a8100460bffff,2023-47,1,1
89a8100460bffff,2023-50,7,1
89a8100460fffff,2023-01,1,1
89a8100460fffff,2023-04,5,1
89a8100460fffff,2023-11,2,1
89a8100460fffff,2023-15,1,1
89a8100460fffff,2023-32,5,1
89a8100460fffff,2023-34,1,1
89a8100460fffff,2023-41,4,1
89a8100460fffff,2023-45,1,1
89a81004613ffff,2023-05,1,1
89a81004613ffff,2023-07,1,1
89a81004613ffff,2023-13,1,1
89a81004613ffff,2023-14,5,1
89a81004613ffff,2023-19,1,1
89a81004613ffff,2023-20,1,1
89a81004613ffff,2023-21,10,1
89a81004613ffff,2023-40,1,1
89a81004613ffff,2023-44,5,1
89a81004617ffff,2023-20,5,1
89a81004617ffff,2023-25,2,1
89a81004617ffff,2023-31,7,1
89a81004617ffff,2023-49,4,1
89a81004617ffff,2023-51,5,1
89a8100461bffff,2023-08,17,1
89a8100461bffff,2023-10,15,1
89a8100461bffff,2023-18,1,1
89a8100461bffff,2023-38,1,1
89a8100461bffff,2023-45,5,1
89a8100461bffff,2023-50,1,1
89a81004623ffff,2023-10,11,1
89a81004623ffff,2023-14,1,1
89a81004623ffff,2023-30,2,1
89a81004623ffff,2023-39,9,1
89a81004627ffff,2023-04,1,1
89a81004627ffff,2023-05,6,1
89a81004627ffff,2023-14,1,1
89a81004627ffff,2023-23,7,1
89a81004627ffff,2023-24,5,1
89a81004627ffff,2023-28,1,1
89a81004627ffff,2023-32,1,1
89a81004627ffff,2023-49,1,1
89a8100462bffff,2023-04,1,1
89a8100462bffff,2023-21,1,1
89a8100462fffff,2023-02,1,1
89a8100462fffff,2023-05,1,1
89a8100462fffff,2023-28,1,1
89a8100462fffff,2023-36,5,1
89a8100462fffff,2023-39,1,1
89a8100462fffff,2023-42,9,1
89a8100462fffff,2023-45,5,1
89a8100462fffff,2023-47,1,1
89a81004633ffff,2023-43,2,1
89a81004637ffff,2023-46,5,1
89a8100463bffff,2022-52,1,1
89a8100463bffff,2023-16,1,1
89a8100463bffff,2023-24,2,1
89a8100463bffff,2023-32,1,1
89a81004643ffff,2023-01,1,1
89a81004643ffff,2023-13,2,1
89a81004643ffff,2023-18,2,1
89a81004643ffff,2023-24,1,1
89a81004643ffff,2023-27,1,1
89a81004643ffff,2023-42,1,1
89a81004643ffff,2023-43,1,1
89a81004643ffff,2023-45,2,1
89a81004643ffff,2023-47,1,1
89a81004647ffff,2023-02,1,1
89a81004647ffff,2023-08,1,1
89a81004647ffff,2023-15,1,1
89a81004647ffff,2023-29,1,1
89a81004647ffff,2023-33,1,1
89a81004647ffff,2023-38,1,1
89a81004647ffff,2023-40,1,1
89a8100464fffff,2023-02,1,1
89a8100464fffff,2023-12,1,1
89a8100464fffff,2023-13,5,1
89a8100464fffff,2023-21,5,1
89a8100464fffff,2023-29,7,1
89a8100464fffff,2023-35,1,1
89a8100464fffff,2023-38,3,1
89a81004653ffff,2023-35,1,1
89a81004653ffff,2023-43,4,1
89a81004653ffff,2023-48,1,1
89a81004657ffff,2023-01,1,1
89a81004657ffff,2023-12,1,1
89a81004657ffff,2023-13,1,1
89a81004657ffff,2023-20,1,1
89a81004657ffff,2023-23,2,1
89a81004657ffff,2023-25,1,1
89a81004657ffff,2023-30,1,1
89a81004657ffff,2023-33,4,1
89a81004657ffff,2023-35,1,1
89a81004657ffff,2023-37,2,1
89a81004657ffff,2023-47,2,1
89a8100465bffff,2023-12,4,1
89a8100465bffff,2023-19,1,1
89a8100465bffff,2023-22,1,1
89a8100465bffff,2023-27,1,1
89a8100465bffff,2023-30,10,1
89a8100465bffff,2023-35,1,1
89a8100465bffff,2023-37,5,1
89a8100465bffff,2023-42,1,1
89a81004663ffff,2023-12,7,1
89a81004663ffff,2023-14,7,1
89a81004663ffff,2023-18,1,1
89a81004663ffff,2023-22,8,1
89a81004663ffff,2023-37,1,1
89a81004663ffff,2023-50,1,1
89a81004667ffff,2023-04,1,1
89a81004667ffff,2023-07,1,1
89a81004667ffff,2023-10,1,1
89a81004667ffff,2023-22,1,1
89a8100466bffff,2022-01,1,1
89a8100466bffff,2023-07,1,1
89a8100466bffff,2023-11,1,1
89a8100466bffff,2023-12,2,1
89a8100466bffff,2023-22,1,1
89a8100466bffff,2023-33,1,1
89a8100466bffff,2023-38,1,1
89a8100466bffff,2023-43,1,1
89a8100466bffff,2023-44,1,1
89a8100466bffff,2023-45,7,1
89a8100466fffff,2023-10,1,1
89a8100466fffff,2023-12,5,1
89a8100466fffff,2023-33,1,1
89a81004673ffff,2023-04,1,1
89a81004673ffff,2023-19,2,1
89a81004673ffff,2023-24,1,1
89a81004673ffff,2023-43,5,1
89a81004677ffff,2023-09,1,1
89a81004677ffff,2023-12,2,1
89a81004677ffff,2023-39,1,1
89a81004677ffff,2023-41,1,1
89a81004677ffff,2023-42,1,1
89a8100467bffff,2023-01,1,1
89a8100467bffff,2023-05,1,1
89a8100467bffff,2023-10,1,1
89a8100467bffff,2023-23,5,1
89a81004683ffff,2023-16,1,1
89a81004683ffff,2023-26,1,1
89a8100468bffff,2023-05,1,1
89a8100468bffff,2023-14,24,1
89a8100468bffff,2023-15,2,1
89a8100468bffff,2023-49,2,1
89a8100468bffff,2023-50,1,1
89a8100468bffff,2023-52,1,1
89a8100468fffff,2023-03,12,1
89a8100468fffff,2023-08,1,1
89a8100468fffff,2023-11,6,1
89a8100468fffff,2023-14,1,1
89a8100468fffff,2023-15,1,1
89a8100468fffff,2023-16,1,1
89a8100468fffff,2023-43,1,1
89a81004693ffff,2023-09,1,1
89a81004693ffff,2023-22,1,1
89a81004693ffff,2023-42,1,1
89a81004697ffff,2023-15,2,1
89a81004697ffff,2023-16,1,1
89a81004697ffff,2023-40,5,1
89a8100469bffff,2023-02,1,1
89a8100469bffff,2023-08,1,1
89a8100469bffff,2023-09,1,1
89a8100469bffff,2023-11,5,1
89a8100469bffff,2023-18,5,1
89a8100469bffff,2023-19,1,1
89a8100469bffff,2023-24,1,1
89a8100469bffff,2023-25,1,1
89a8100469bffff,2023-26,1,1
89a8100469bffff,2023-28,1,1
89a8100469bffff,2023-29,1,1
89a8100469bffff,2023-30,1,1
89a8100469bffff,2023-32,2,1
89a8100469bffff,2023-33,1,1
89a8100469bffff,2023-40,1,1
89a8100469bffff,2023-46,1,1
89a8100469bffff,2023-47,7,1
89a8100469bffff,2023-48,1,1
89a810046a3ffff,2023-13,5,1
89a810046a7ffff,2023-14,1,1
89a810046a7ffff,2023-25,1,1
89a810046a7ffff,2023-52,1,1
89a810046abffff,2022-35,2,1
89a810046abffff,2023-40,5,1
89a810046abffff,2023-48,1,1
89a810046afffff,2023-11,1,1
89a810046afffff,2023-47,5,1
89a810046b3ffff,2023-31,1,1
89a810046b7ffff,2022-35,4,1
89a810046b7ffff,2023-08,5,1
89a810046b7ffff,2023-11,6,1
89a810046b7ffff,2023-16,3,1
89a810046b7ffff,2023-21,1,1
89a810046b7ffff,2023-22,2,1
89a810046b7ffff,2023-24,1,1
89a810046b7ffff,2023-41,1,1
89a810046b7ffff,2023-43,2,1
89a810046bbffff,2023-07,1,1
89a810046bbffff,2023-10,1,1
89a810046bbffff,2023-13,2,1
89a810046bbffff,2023-16,5,1
89a810046bbffff,2023-32,1,1
89a810046bbffff,2023-33,2,1
89a810046bbffff,2023-43,2,1
89a810046bbffff,2023-50,5,1
89a810046bbffff,2023-52,5,1
89a810046c3ffff,2014-36,1,1
89a810046c3ffff,2023-02,18,1
89a810046c3ffff,2023-04,1,1
89a810046c3ffff,2023-05,4,1
89a810046c3ffff,2023-06,1,1
89a810046c3ffff,2023-09,6,1
89a810046c3ffff,2023-11,2,1
89a810046c3ffff,2023-16,10,1
89a810046c3ffff,2023-22,1,1
89a810046c3ffff,2023-30,5,1
89a810046c3ffff,2023-32,1,1
89a810046c3ffff,2023-39,1,1
89a810046c3ffff,2023-41,1,1
89a810046c3ffff,2023-52,4,1
89a810046c7ffff,2023-18,7,1
89a810046cbffff,2022-36,1,1
89a810046cbffff,2023-04,1,1
89a810046cbffff,2023-26,1,1
89a810046cbffff,2023-30,1,1
89a810046cbffff,2023-44,2,1
89a810046cbffff,2023-46,7,1
89a810046cfffff,2023-02,1,1
89a810046cfffff,2023-10,1,1
89a810046cfffff,2023-24,1,1
89a810046cfffff,2023-33,1,1
89a810046d3ffff,2022-39,23,1
89a810046d3ffff,2022-50,4,1
89a810046d3ffff,2023-02,3,1
89a810046d3ffff,2023-06,1,1
89a810046d3ffff,2023-08,1,1
89a810046d3ffff,2023-09,1,1
89a810046d3ffff,2023-10,1,1
89a810046d3ffff,2023-12,2,1
89a810046d3ffff,2023-14,5,1
89a810046d3ffff,2023-16,2,1
89a810046d3ffff,2023-18,1,1
89a810046d3ffff,2023-19,1,1
89a810046d3ffff,2023-21,1,1
89a810046d3ffff,2023-23,1,1
89a810046d3ffff,2023-24,3,1
89a810046d3ffff,2023-25,14,1
89a810046d3ffff,2023-31,4,1
89a810046d3ffff,2023-35,5,1
89a810046d3ffff,2023-36,1,1
89a810046d3ffff,2023-38,12,1
89a810046d3ffff,2023-40,18,1
89a810046d3ffff,2023-41,1,1
89a810046d3ffff,2023-46,1,1
89a810046d3ffff,2023-47,1,1
89a810046d3ffff,2023-49,1,1
89a810046d3ffff,2023-50,9,1
89a810046d3ffff,2023-52,1,1
89a810046d7ffff,2023-12,4,1
89a810046d7ffff,2023-14,1,1
89a810046d7ffff,2023-23,1,1
89a810046d7ffff,2023-32,1,1
89a810046d7ffff,2023-36,2,1
89a810046d7ffff,2023-43,1,1
89a810046d7ffff,2023-45,5,1
89a810046d7ffff,2023-47,5,1
89a810046d7ffff,2023-49,5,1
89a810046dbffff,2023-40,1,1
89a81004813ffff,2023-31,4,1
89a81004813ffff,2023-39,1,1
89a81004817ffff,2023-22,1,1
89a81004817ffff,2023-28,1,1
89a8100481bffff,2023-17,1,1
89a8100481bffff,2023-30,1,1
89a8100481bffff,2023-39,1,1
89a8100481bffff,2023-50,1,1
89a81004823ffff,2023-47,1,1
89a81004827ffff,2023-36,1,1
89a8100482fffff,2022-24,2,1
89a8100482fffff,2023-10,1,1
89a8100482fffff,2023-17,6,1
89a8100482fffff,2023-23,1,1
89a8100482fffff,2023-32,2,1
89a8100483bffff,2023-36,1,1
89a81004843ffff,2023-16,1,1
89a81004843ffff,2023-36,1,1
89a81004843ffff,2023-39,1,1
89a81004843ffff,2023-40,1,1
89a81004843ffff,2023-50,1,1
89a81004847ffff,2023-09,1,1
89a81004847ffff,2023-13,1,1
89a81004847ffff,2023-20,1,1
89a81004847ffff,2023-27,1,1
89a81004847ffff,2023-39,1,1
89a81004847ffff,2023-44,1,1
89a8100484bffff,2023-17,4,1
89a8100484bffff,2023-20,1,1
89a8100484bffff,2023-51,1,1
