H3_INDEX,ANO_SEMANA,QTD_CRIMES,ALVO
89a8100f34fffff,2023-12,1,1
89a8100f34fffff,2023-13,1,1
89a8100f34fffff,2023-17,1,1
89a8100f34fffff,2023-20,1,1
89a8100f34fffff,2023-21,1,1
89a8100f34fffff,2023-23,2,1
89a8100f34fffff,2023-24,17,1
89a8100f34fffff,2023-25,5,1
89a8100f34fffff,2023-28,1,1
89a8100f34fffff,2023-29,2,1
89a8100f34fffff,2023-30,10,1
89a8100f34fffff,2023-31,1,1
89a8100f34fffff,2023-34,1,1
89a8100f34fffff,2023-35,4,1
89a8100f34fffff,2023-36,1,1
89a8100f34fffff,2023-37,1,1
89a8100f34fffff,2023-39,2,1
89a8100f34fffff,2023-42,10,1
89a8100f34fffff,2023-43,2,1
89a8100f34fffff,2023-44,2,1
89a8100f34fffff,2023-45,2,1
89a8100f34fffff,2023-47,8,1
89a8100f34fffff,2023-50,1,1
89a8100f353ffff,2023-03,1,1
89a8100f353ffff,2023-09,1,1
89a8100f353ffff,2023-12,1,1
89a8100f353ffff,2023-13,1,1
89a8100f353ffff,2023-14,1,1
89a8100f353ffff,2023-16,1,1
89a8100f353ffff,2023-17,5,1
89a8100f353ffff,2023-18,2,1
89a8100f353ffff,2023-24,2,1
89a8100f353ffff,2023-25,7,1
89a8100f353ffff,2023-26,2,1
89a8100f353ffff,2023-27,3,1
89a8100f353ffff,2023-32,1,1
89a8100f353ffff,2023-33,1,1
89a8100f353ffff,2023-36,10,1
89a8100f353ffff,2023-39,1,1
89a8100f353ffff,2023-41,1,1
89a8100f353ffff,2023-50,4,1
89a8100f357ffff,2023-02,1,1
89a8100f357ffff,2023-03,1,1
89a8100f357ffff,2023-04,2,1
89a8100f357ffff,2023-09,3,1
89a8100f357ffff,2023-10,2,1
89a8100f357ffff,2023-11,3,1
89a8100f357ffff,2023-12,2,1
89a8100f357ffff,2023-13,1,1
89a8100f357ffff,2023-14,1,1
89a8100f357ffff,2023-15,1,1
89a8100f357ffff,2023-18,3,1
89a8100f357ffff,2023-19,2,1
89a8100f357ffff,2023-22,1,1
89a8100f357ffff,2023-24,2,1
89a8100f357ffff,2023-27,3,1
89a8100f357ffff,2023-30,1,1
89a8100f357ffff,2023-33,4,1
89a8100f357ffff,2023-34,3,1
89a8100f357ffff,2023-35,3,1
89a8100f357ffff,2023-37,2,1
89a8100f357ffff,2023-38,1,1
89a8100f357ffff,2023-39,1,1
89a8100f357ffff,2023-40,2,1
89a8100f357ffff,2023-41,2,1
89a8100f357ffff,2023-42,1,1
89a8100f357ffff,2023-43,2,1
89a8100f357ffff,2023-44,1,1
89a8100f357ffff,2023-45,3,1
89a8100f357ffff,2023-46,2,1
89a8100f357ffff,2023-47,1,1
89a8100f357ffff,2023-48,1,1
89a8100f357ffff,2023-51,1,1
89a8100f35bffff,2023-04,4,1
89a8100f35bffff,2023-10,1,1
89a8100f35bffff,2023-12,1,1
89a8100f35bffff,2023-22,1,1
89a8100f35bffff,2023-28,2,1
89a8100f35bffff,2023-30,1,1
89a8100f35bffff,2023-31,1,1
89a8100f35bffff,2023-37,1,1
89a8100f35bffff,2023-38,4,1
89a8100f35bffff,2023-40,1,1
89a8100f35bffff,2023-45,2,1
89a8100f35bffff,2023-47,1,1
89a8100f35bffff,2023-50,2,1
89a8100f363ffff,2023-09,1,1
89a8100f363ffff,2023-19,1,1
89a8100f363ffff,2023-33,1,1
89a8100f363ffff,2023-38,5,1
89a8100f363ffff,2023-40,1,1
89a8100f367ffff,2023-11,2,1
89a8100f367ffff,2023-12,1,1
89a8100f367ffff,2023-18,1,1
89a8100f367ffff,2023-19,1,1
89a8100f367ffff,2023-20,1,1
89a8100f367ffff,2023-44,5,1
89a8100f36bffff,2007-49,1,1
89a8100f36bffff,2020-35,4,1
89a8100f36bffff,2023-01,1,1
89a8100f36bffff,2023-10,1,1
89a8100f36bffff,2023-18,4,1
89a8100f36bffff,2023-25,4,1
89a8100f36bffff,2023-31,1,1
89a8100f36bffff,2023-37,2,1
89a8100f36bffff,2023-39,2,1
89a8100f36bffff,2023-41,1,1
89a8100f36bffff,2023-42,1,1
89a8100f36fffff,2023-02,1,1
89a8100f36fffff,2023-10,1,1
89a8100f36fffff,2023-15,1,1
89a8100f36fffff,2023-18,6,1
89a8100f36fffff,2023-29,5,1
89a8100f36fffff,2023-30,1,1
89a8100f36fffff,2023-39,1,1
89a8100f36fffff,2023-45,1,1
89a8100f36fffff,2023-46,1,1
89a8100f36fffff,2023-50,1,1
89a8100f373ffff,2023-02,1,1
89a8100f373ffff,2023-10,1,1
89a8100f373ffff,2023-13,1,1
89a8100f373ffff,2023-15,13,1
89a8100f373ffff,2023-16,1,1
89a8100f373ffff,2023-17,2,1
89a8100f373ffff,2023-20,1,1
89a8100f373ffff,2023-23,1,1
89a8100f373ffff,2023-24,1,1
89a8100f373ffff,2023-32,2,1
89a8100f373ffff,2023-36,1,1
89a8100f373ffff,2023-40,6,1
89a8100f377ffff,2023-04,1,1
89a8100f377ffff,2023-20,1,1
89a8100f377ffff,2023-25,1,1
89a8100f37bffff,2023-19,13,1
89a8100f37bffff,2023-24,4,1
89a8100f37bffff,2023-28,3,1
89a8100f37bffff,2023-40,1,1
89a8100f37bffff,2023-51,1,1
89a8100f383ffff,2023-09,10,1
89a8100f383ffff,2023-33,1,1
89a8100f387ffff,2023-08,8,1
89a8100f387ffff,2023-10,1,1
89a8100f387ffff,2023-30,1,1
89a8100f387ffff,2023-33,1,1
89a8100f38bffff,2023-26,1,1
89a8100f38bffff,2023-28,1,1
89a8100f38bffff,2023-37,1,1
89a8100f38bffff,2023-52,1,1
89a8100f38fffff,2023-01,1,1
89a8100f38fffff,2023-04,30,1
89a8100f38fffff,2023-06,2,1
89a8100f38fffff,2023-10,5,1
89a8100f38fffff,2023-11,1,1
89a8100f38fffff,2023-12,2,1
89a8100f38fffff,2023-16,2,1
89a8100f38fffff,2023-17,1,1
89a8100f38fffff,2023-19,22,1
89a8100f38fffff,2023-23,1,1
89a8100f38fffff,2023-25,1,1
89a8100f38fffff,2023-30,9,1
89a8100f38fffff,2023-36,1,1
89a8100f38fffff,2023-39,1,1
89a8100f38fffff,2023-43,9,1
89a8100f38fffff,2023-48,26,1
89a8100f393ffff,2023-02,1,1
89a8100f393ffff,2023-05,1,1
89a8100f393ffff,2023-10,4,1
89a8100f393ffff,2023-12,1,1
89a8100f393ffff,2023-13,1,1
89a8100f393ffff,2023-15,2,1
89a8100f393ffff,2023-17,1,1
89a8100f393ffff,2023-19,6,1
89a8100f393ffff,2023-23,1,1
89a8100f393ffff,2023-25,1,1
89a8100f393ffff,2023-26,1,1
89a8100f393ffff,2023-33,1,1
89a8100f393ffff,2023-35,1,1
89a8100f393ffff,2023-36,1,1
89a8100f393ffff,2023-39,2,1
89a8100f393ffff,2023-42,1,1
89a8100f393ffff,2023-45,1,1
89a8100f393ffff,2023-50,1,1
89a8100f397ffff,2023-17,1,1
89a8100f397ffff,2023-22,1,1
89a8100f397ffff,2023-24,1,1
89a8100f397ffff,2023-30,1,1
89a8100f397ffff,2023-31,5,1
89a8100f397ffff,2023-41,1,1
89a8100f397ffff,2023-45,7,1
89a8100f39bffff,2023-12,1,1
89a8100f39bffff,2023-17,1,1
89a8100f39bffff,2023-20,1,1
89a8100f39bffff,2023-23,1,1
89a8100f39bffff,2023-38,1,1
89a8100f39bffff,2023-39,1,1
89a8100f3a3ffff,2023-45,1,1
89a8100f3a7ffff,2023-03,1,1
89a8100f3a7ffff,2023-14,1,1
89a8100f3a7ffff,2023-19,1,1
89a8100f3a7ffff,2023-24,10,1
89a8100f3a7ffff,2023-26,2,1
89a8100f3a7ffff,2023-30,2,1
89a8100f3a7ffff,2023-35,1,1
89a8100f3a7ffff,2023-37,3,1
89a8100f3a7ffff,2023-38,1,1
89a8100f3a7ffff,2023-44,1,1
89a8100f3a7ffff,2023-45,1,1
89a8100f3a7ffff,2023-47,5,1
89a8100f3abffff,2023-01,1,1
89a8100f3abffff,2023-03,1,1
89a8100f3abffff,2023-11,2,1
89a8100f3abffff,2023-14,1,1
89a8100f3abffff,2023-21,2,1
89a8100f3abffff,2023-29,1,1
89a8100f3abffff,2023-30,1,1
89a8100f3abffff,2023-35,1,1
89a8100f3afffff,2023-04,5,1
89a8100f3afffff,2023-20,5,1
89a8100f3afffff,2023-31,1,1
89a8100f3b7ffff,2023-01,9,1
89a8100f3b7ffff,2023-11,1,1
89a8100f3b7ffff,2023-12,1,1
89a8100f3b7ffff,2023-16,1,1
89a8100f3b7ffff,2023-18,4,1
89a8100f3b7ffff,2023-29,5,1
89a8100f3b7ffff,2023-32,1,1
89a8100f3b7ffff,2023-35,1,1
89a8100f3b7ffff,2023-42,6,1
89a8100f3b7ffff,2023-43,3,1
89a8100f3b7ffff,2023-51,5,1
89a8100f3c3ffff,2023-01,1,1
89a8100f3c3ffff,2023-11,1,1
89a8100f3c3ffff,2023-12,2,1
89a8100f3c3ffff,2023-14,1,1
89a8100f3c3ffff,2023-19,1,1
89a8100f3c3ffff,2023-24,1,1
89a8100f3c3ffff,2023-29,2,1
89a8100f3c3ffff,2023-31,1,1
89a8100f3c3ffff,2023-33,1,1
89a8100f3c3ffff,2023-34,2,1
89a8100f3c3ffff,2023-47,1,1
89a8100f3c3ffff,2023-48,1,1
89a8100f3c7ffff,2023-01,1,1
89a8100f3c7ffff,2023-03,1,1
89a8100f3c7ffff,2023-04,4,1
89a8100f3c7ffff,2023-07,13,1
89a8100f3c7ffff,2023-09,1,1
89a8100f3c7ffff,2023-12,2,1
89a8100f3c7ffff,2023-17,1,1
89a8100f3c7ffff,2023-23,1,1
89a8100f3c7ffff,2023-26,1,1
89a8100f3c7ffff,2023-27,1,1
89a8100f3c7ffff,2023-28,4,1
89a8100f3c7ffff,2023-29,2,1
89a8100f3c7ffff,2023-30,2,1
89a8100f3c7ffff,2023-31,5,1
89a8100f3c7ffff,2023-33,6,1
89a8100f3c7ffff,2023-35,2,1
89a8100f3c7ffff,2023-36,1,1
89a8100f3c7ffff,2023-43,4,1
89a8100f3c7ffff,2023-45,1,1
89a8100f3c7ffff,2023-46,1,1
89a8100f3c7ffff,2023-51,1,1
89a8100f3cbffff,2022-51,6,1
89a8100f3cbffff,2023-02,4,1
89a8100f3cbffff,2023-05,4,1
89a8100f3cbffff,2023-11,1,1
89a8100f3cbffff,2023-14,10,1
89a8100f3cbffff,2023-17,1,1
89a8100f3cbffff,2023-22,1,1
89a8100f3cbffff,2023-27,4,1
89a8100f3cbffff,2023-28,1,1
89a8100f3cbffff,2023-29,3,1
89a8100f3cbffff,2023-30,1,1
89a8100f3cbffff,2023-33,1,1
89a8100f3cbffff,2023-37,2,1
89a8100f3cbffff,2023-39,11,1
89a8100f3cbffff,2023-41,7,1
89a8100f3cfffff,2022-29,6,1
89a8100f3cfffff,2023-02,2,1
89a8100f3cfffff,2023-09,1,1
89a8100f3cfffff,2023-12,1,1
89a8100f3cfffff,2023-14,5,1
89a8100f3cfffff,2023-15,1,1
89a8100f3cfffff,2023-16,1,1
89a8100f3cfffff,2023-17,1,1
89a8100f3cfffff,2023-20,1,1
89a8100f3cfffff,2023-21,3,1
89a8100f3cfffff,2023-24,2,1
89a8100f3cfffff,2023-25,1,1
89a8100f3cfffff,2023-28,1,1
89a8100f3cfffff,2023-32,5,1
89a8100f3cfffff,2023-34,2,1
89a8100f3cfffff,2023-38,1,1
89a8100f3cfffff,2023-40,1,1
89a8100f3cfffff,2023-41,1,1
89a8100f3d3ffff,2022-49,4,1
89a8100f3d3ffff,2023-03,1,1
89a8100f3d3ffff,2023-05,1,1
89a8100f3d3ffff,2023-18,1,1
89a8100f3d3ffff,2023-29,1,1
89a8100f3d3ffff,2023-32,3,1
89a8100f3d3ffff,2023-35,1,1
89a8100f3d3ffff,2023-41,1,1
89a8100f3d3ffff,2023-47,1,1
89a8100f3d3ffff,2023-48,1,1
89a8100f3d7ffff,2023-09,1,1
89a8100f3d7ffff,2023-21,1,1
89a8100f3d7ffff,2023-24,1,1
89a8100f3d7ffff,2023-25,1,1
89a8100f3d7ffff,2023-34,1,1
89a8100f3d7ffff,2023-48,2,1
89a8100f3dbffff,2023-02,1,1
89a8100f3dbffff,2023-03,1,1
89a8100f3dbffff,2023-10,1,1
89a8100f3dbffff,2023-13,5,1
89a8100f3dbffff,2023-17,6,1
89a8100f3dbffff,2023-19,1,1
89a8100f3dbffff,2023-22,1,1
89a8100f3dbffff,2023-23,1,1
89a8100f3dbffff,2023-25,1,1
89a8100f3dbffff,2023-26,2,1
89a8100f3dbffff,2023-33,5,1
89a8100f3dbffff,2023-38,4,1
89a8100f3dbffff,2023-39,1,1
89a8100f3dbffff,2023-47,1,1
89a8100f3dbffff,2023-50,1,1
89a8100f403ffff,2022-52,1,1
89a8100f403ffff,2023-12,2,1
89a8100f403ffff,2023-13,4,1
89a8100f403ffff,2023-32,9,1
89a8100f403ffff,2023-43,20,1
89a8100f403ffff,2023-44,1,1
89a8100f403ffff,2023-48,2,1
89a8100f403ffff,2023-50,1,1
89a8100f407ffff,2023-09,1,1
89a8100f407ffff,2023-10,1,1
89a8100f407ffff,2023-27,1,1
89a8100f407ffff,2023-31,1,1
89a8100f407ffff,2023-37,1,1
89a8100f407ffff,2023-38,1,1
89a8100f407ffff,2023-45,1,1
89a8100f40bffff,2023-18,1,1
89a8100f40bffff,2023-24,1,1
89a8100f40bffff,2023-38,5,1
89a8100f40bffff,2023-40,1,1
89a8100f40fffff,2023-01,1,1
89a8100f40fffff,2023-18,1,1
89a8100f40fffff,2023-19,1,1
89a8100f40fffff,2023-29,1,1
89a8100f40fffff,2023-36,1,1
89a8100f40fffff,2023-48,1,1
89a8100f413ffff,2022-52,4,1
89a8100f413ffff,2023-06,9,1
89a8100f413ffff,2023-07,4,1
89a8100f413ffff,2023-11,4,1
89a8100f413ffff,2023-12,1,1
89a8100f413ffff,2023-18,1,1
89a8100f413ffff,2023-22,1,1
89a8100f413ffff,2023-29,1,1
89a8100f413ffff,2023-31,1,1
89a8100f413ffff,2023-33,18,1
89a8100f413ffff,2023-41,1,1
89a8100f413ffff,2023-43,1,1
89a8100f413ffff,2023-47,4,1
89a8100f417ffff,2023-11,1,1
89a8100f417ffff,2023-12,10,1
89a8100f417ffff,2023-14,1,1
89a8100f417ffff,2023-19,1,1
89a8100f417ffff,2023-20,3,1
89a8100f417ffff,2023-24,2,1
89a8100f417ffff,2023-27,4,1
89a8100f417ffff,2023-28,1,1
89a8100f417ffff,2023-37,1,1
89a8100f417ffff,2023-40,1,1
89a8100f417ffff,2023-43,3,1
89a8100f417ffff,2023-44,1,1
89a8100f417ffff,2023-45,1,1
89a8100f417ffff,2023-49,1,1
89a8100f41bffff,2023-06,5,1
89a8100f41bffff,2023-10,1,1
89a8100f41bffff,2023-11,1,1
89a8100f41bffff,2023-14,1,1
89a8100f41bffff,2023-26,1,1
89a8100f41bffff,2023-37,5,1
89a8100f41bffff,2023-43,1,1
89a8100f423ffff,2023-01,5,1
89a8100f423ffff,2023-03,5,1
89a8100f423ffff,2023-04,1,1
89a8100f423ffff,2023-10,1,1
89a8100f423ffff,2023-12,1,1
89a8100f423ffff,2023-17,5,1
89a8100f423ffff,2023-21,5,1
89a8100f423ffff,2023-25,4,1
89a8100f423ffff,2023-31,1,1
89a8100f423ffff,2023-37,1,1
89a8100f423ffff,2023-38,1,1
89a8100f423ffff,2023-46,1,1
89a8100f427ffff,2023-03,6,1
89a8100f427ffff,2023-13,4,1
89a8100f427ffff,2023-14,1,1
89a8100f427ffff,2023-17,2,1
89a8100f427ffff,2023-18,12,1
89a8100f427ffff,2023-19,4,1
89a8100f427ffff,2023-28,1,1
89a8100f427ffff,2023-30,5,1
89a8100f427ffff,2023-31,1,1
89a8100f427ffff,2023-35,10,1
89a8100f427ffff,2023-43,1,1
89a8100f427ffff,2023-45,1,1
89a8100f427ffff,2023-46,5,1
89a8100f427ffff,2023-49,4,1
89a8100f42bffff,2023-08,12,1
89a8100f42bffff,2023-14,1,1
89a8100f42bffff,2023-29,28,1
89a8100f42bffff,2023-44,1,1
89a8100f42fffff,2023-04,1,1
89a8100f42fffff,2023-07,2,1
89a8100f42fffff,2023-16,2,1
89a8100f42fffff,2023-27,1,1
89a8100f42fffff,2023-34,1,1
89a8100f42fffff,2023-37,1,1
89a8100f42fffff,2023-38,1,1
89a8100f42fffff,2023-41,1,1
89a8100f42fffff,2023-42,1,1
89a8100f42fffff,2023-46,1,1
89a8100f42fffff,2023-48,2,1
89a8100f433ffff,2023-08,10,1
89a8100f433ffff,2023-10,2,1
89a8100f433ffff,2023-13,5,1
89a8100f433ffff,2023-19,1,1
89a8100f433ffff,2023-21,1,1
89a8100f433ffff,2023-24,5,1
89a8100f433ffff,2023-32,5,1
89a8100f433ffff,2023-33,1,1
89a8100f433ffff,2023-35,1,1
89a8100f433ffff,2023-37,1,1
89a8100f433ffff,2023-38,1,1
89a8100f433ffff,2023-49,2,1
89a8100f437ffff,2023-15,1,1
89a8100f437ffff,2023-18,5,1
89a8100f437ffff,2023-34,1,1
89a8100f437ffff,2023-37,6,1
89a8100f437ffff,2023-47,5,1
89a8100f43bffff,2023-10,1,1
89a8100f43bffff,2023-17,1,1
89a8100f43bffff,2023-22,5,1
89a8100f43bffff,2023-25,1,1
89a8100f43bffff,2023-48,1,1
89a8100f443ffff,2023-16,1,1
89a8100f443ffff,2023-26,1,1
89a8100f447ffff,2023-02,1,1
89a8100f447ffff,2023-04,4,1
89a8100f44bffff,2023-13,1,1
89a8100f44bffff,2023-19,1,1
89a8100f44bffff,2023-44,1,1
89a8100f44bffff,2023-51,1,1
89a8100f44fffff,2023-38,1,1
89a8100f44fffff,2023-42,1,1
89a8100f453ffff,2023-10,5,1
89a8100f453ffff,2023-11,1,1
89a8100f453ffff,2023-13,1,1
89a8100f453ffff,2023-14,1,1
89a8100f453ffff,2023-45,1,1
89a8100f457ffff,2023-23,1,1
89a8100f457ffff,2023-24,1,1
89a8100f457ffff,2023-31,1,1
89a8100f45bffff,2023-02,1,1
89a8100f45bffff,2023-18,1,1
89a8100f463ffff,2023-34,1,1
89a8100f463ffff,2023-50,1,1
89a8100f46bffff,2023-18,1,1
89a8100f46bffff,2023-31,8,1
89a8100f473ffff,2023-06,1,1
89a8100f473ffff,2023-20,1,1
89a8100f473ffff,2023-37,4,1
89a8100f473ffff,2023-49,1,1
89a8100f477ffff,2023-07,5,1
89a8100f477ffff,2023-10,4,1
89a8100f477ffff,2023-27,1,1
89a8100f477ffff,2023-35,1,1
89a8100f477ffff,2023-38,1,1
89a8100f477ffff,2023-48,5,1
89a8100f483ffff,2023-02,8,1
89a8100f483ffff,2023-03,1,1
89a8100f483ffff,2023-04,5,1
89a8100f483ffff,2023-09,4,1
89a8100f483ffff,2023-14,1,1
89a8100f483ffff,2023-17,1,1
89a8100f483ffff,2023-22,1,1
89a8100f483ffff,2023-28,1,1
89a8100f483ffff,2023-31,1,1
89a8100f483ffff,2023-38,1,1
89a8100f483ffff,2023-42,5,1
89a8100f483ffff,2023-49,1,1
89a8100f487ffff,2023-02,4,1
89a8100f487ffff,2023-47,1,1
89a8100f48bffff,2023-24,6,1
89a8100f48bffff,2023-36,1,1
89a8100f48fffff,2023-03,5,1
89a8100f48fffff,2023-12,2,1
89a8100f48fffff,2023-37,8,1
89a8100f48fffff,2023-42,5,1
89a8100f48fffff,2023-43,1,1
89a8100f48fffff,2023-45,1,1
89a8100f48fffff,2023-48,1,1
89a8100f493ffff,2023-06,4,1
89a8100f493ffff,2023-10,1,1
89a8100f497ffff,2023-02,1,1
89a8100f497ffff,2023-12,1,1
89a8100f497ffff,2023-13,1,1
89a8100f497ffff,2023-15,1,1
89a8100f497ffff,2023-16,1,1
89a8100f497ffff,2023-29,1,1
89a8100f497ffff,2023-30,1,1
89a8100f497ffff,2023-38,1,1
89a8100f497ffff,2023-39,2,1
89a8100f497ffff,2023-42,1,1
89a8100f497ffff,2023-47,1,1
89a8100f49bffff,2016-07,1,1
89a8100f49bffff,2023-16,4,1
89a8100f49bffff,2023-17,1,1
89a8100f49bffff,2023-21,1,1
89a8100f49bffff,2023-28,1,1
89a8100f49bffff,2023-29,1,1
89a8100f49bffff,2023-45,5,1
89a8100f4a3ffff,2023-07,4,1
89a8100f4a3ffff,2023-26,1,1
89a8100f4a3ffff,2023-30,4,1
89a8100f4a3ffff,2023-36,1,1
89a8100f4a3ffff,2023-46,1,1
89a8100f4a7ffff,2023-02,4,1
89a8100f4a7ffff,2023-09,6,1
89a8100f4abffff,2023-07,2,1
89a8100f4abffff,2023-19,6,1
89a8100f4abffff,2023-20,1,1
89a8100f4abffff,2023-21,1,1
89a8100f4abffff,2023-24,1,1
89a8100f4abffff,2023-51,1,1
89a8100f4abffff,2023-52,1,1
89a8100f4afffff,2023-30,1,1
89a8100f4afffff,2023-34,15,1
89a8100f4afffff,2023-39,2,1
89a8100f4b3ffff,2023-06,4,1
89a8100f4b3ffff,2023-10,5,1
89a8100f4b3ffff,2023-15,1,1
89a8100f4b3ffff,2023-27,1,1
89a8100f4b3ffff,2023-30,1,1
89a8100f4b7ffff,2013-37,1,1
89a8100f4b7ffff,2022-50,1,1
89a8100f4b7ffff,2023-02,1,1
89a8100f4b7ffff,2023-20,1,1
89a8100f4b7ffff,2023-29,1,1
89a8100f4b7ffff,2023-34,1,1
89a8100f4b7ffff,2023-45,1,1
89a8100f4bbffff,2023-01,1,1
89a8100f4bbffff,2023-02,2,1
89a8100f4bbffff,2023-04,4,1
89a8100f4bbffff,2023-05,4,1
89a8100f4bbffff,2023-07,1,1
89a8100f4bbffff,2023-08,1,1
89a8100f4bbffff,2023-28,1,1
89a8100f4bbffff,2023-32,1,1
89a8100f4bbffff,2023-45,5,1
89a8100f4c3ffff,2023-02,1,1
89a8100f4c3ffff,2023-07,5,1
89a8100f4c3ffff,2023-11,1,1
89a8100f4c3ffff,2023-19,27,1
89a8100f4c3ffff,2023-24,1,1
89a8100f4c3ffff,2023-39,1,1
89a8100f4c3ffff,2023-41,1,1
89a8100f4c7ffff,2023-35,1,1
89a8100f4c7ffff,2023-41,14,1
89a8100f4cbffff,2023-32,1,1
89a8100f4cfffff,2023-09,4,1
89a8100f4cfffff,2023-13,1,1
89a8100f4cfffff,2023-37,1,1
89a8100f4cfffff,2023-41,2,1
89a8100f4cfffff,2023-45,5,1
89a8100f4cfffff,2023-46,6,1
89a8100f4d3ffff,2023-13,1,1
89a8100f4d7ffff,2023-01,6,1
89a8100f4d7ffff,2023-29,2,1
89a8100f4dbffff,2023-16,1,1
89a8100f4dbffff,2023-20,7,1
89a8100f4dbffff,2023-22,5,1
89a8100f4dbffff,2023-47,8,1
89a8100f503ffff,2023-03,1,1
89a8100f503ffff,2023-12,1,1
89a8100f503ffff,2023-27,1,1
89a8100f503ffff,2023-43,1,1
89a8100f503ffff,2023-45,4,1
89a8100f503ffff,2023-52,1,1
89a8100f507ffff,2023-03,4,1
89a8100f507ffff,2023-14,6,1
89a8100f507ffff,2023-19,1,1
89a8100f507ffff,2023-21,1,1
89a8100f50bffff,2023-09,4,1
89a8100f50bffff,2023-14,4,1
89a8100f50bffff,2023-20,9,1
89a8100f50bffff,2023-33,5,1
89a8100f50bffff,2023-47,16,1
89a8100f50bffff,2023-50,2,1
89a8100f50bffff,2023-52,1,1
89a8100f50fffff,2023-02,2,1
89a8100f50fffff,2023-03,1,1
89a8100f50fffff,2023-12,10,1
89a8100f50fffff,2023-17,5,1
89a8100f50fffff,2023-26,2,1
89a8100f50fffff,2023-49,1,1
89a8100f513ffff,2023-16,1,1
89a8100f513ffff,2023-18,4,1
89a8100f513ffff,2023-22,1,1
89a8100f513ffff,2023-23,2,1
89a8100f513ffff,2023-35,3,1
89a8100f513ffff,2023-37,24,1
89a8100f513ffff,2023-38,1,1
89a8100f513ffff,2023-43,5,1
89a8100f513ffff,2023-50,1,1
89a8100f517ffff,2023-09,5,1
89a8100f517ffff,2023-17,2,1
89a8100f517ffff,2023-31,2,1
89a8100f517ffff,2023-38,5,1
89a8100f51bffff,2023-03,3,1
89a8100f51bffff,2023-04,1,1
89a8100f51bffff,2023-14,1,1
89a8100f51bffff,2023-16,2,1
89a8100f51bffff,2023-28,5,1
89a8100f51bffff,2023-29,1,1
89a8100f51bffff,2023-50,4,1
89a8100f523ffff,2023-19,1,1
89a8100f523ffff,2023-20,1,1
89a8100f523ffff,2023-44,1,1
89a8100f527ffff,2023-11,1,1
89a8100f527ffff,2023-14,2,1
89a8100f527ffff,2023-16,11,1
89a8100f527ffff,2023-19,1,1
89a8100f527ffff,2023-22,5,1
89a8100f527ffff,2023-23,1,1
89a8100f527ffff,2023-30,1,1
89a8100f527ffff,2023-35,12,1
89a8100f527ffff,2023-41,1,1
89a8100f527ffff,2023-44,3,1
89a8100f527ffff,2023-47,1,1
89a8100f527ffff,2023-51,1,1
89a8100f52bffff,2022-52,4,1
89a8100f52bffff,2023-01,1,1
89a8100f52bffff,2023-04,1,1
89a8100f52bffff,2023-09,1,1
89a8100f52bffff,2023-10,1,1
89a8100f52bffff,2023-13,1,1
89a8100f52bffff,2023-14,5,1
89a8100f52bffff,2023-16,5,1
89a8100f52bffff,2023-19,1,1
89a8100f52bffff,2023-20,1,1
89a8100f52bffff,2023-34,4,1
89a8100f52bffff,2023-37,1,1
89a8100f52bffff,2023-40,1,1
89a8100f52bffff,2023-43,1,1
89a8100f52bffff,2023-45,1,1
89a8100f52bffff,2023-47,6,1
89a8100f52fffff,2023-04,4,1
89a8100f52fffff,2023-13,5,1
89a8100f52fffff,2023-19,1,1
89a8100f52fffff,2023-20,1,1
89a8100f52fffff,2023-21,6,1
89a8100f52fffff,2023-22,1,1
89a8100f52fffff,2023-30,1,1
89a8100f52fffff,2023-31,1,1
89a8100f52fffff,2023-33,1,1
89a8100f52fffff,2023-37,1,1
89a8100f52fffff,2023-40,5,1
89a8100f52fffff,2023-44,2,1
89a8100f52fffff,2023-45,1,1
89a8100f52fffff,2023-51,1,1
89a8100f533ffff,2023-02,4,1
89a8100f533ffff,2023-34,1,1
89a8100f533ffff,2023-49,1,1
89a8100f537ffff,2022-51,4,1
89a8100f537ffff,2023-16,1,1
89a8100f537ffff,2023-19,1,1
89a8100f537ffff,2023-20,1,1
89a8100f537ffff,2023-22,5,1
89a8100f537ffff,2023-24,8,1
89a8100f537ffff,2023-27,17,1
89a8100f537ffff,2023-29,2,1
89a8100f537ffff,2023-36,1,1
89a8100f537ffff,2023-39,15,1
89a8100f537ffff,2023-42,1,1
89a8100f537ffff,2023-44,1,1
89a8100f537ffff,2023-45,6,1
89a8100f537ffff,2023-52,6,1
89a8100f53bffff,2023-02,1,1
89a8100f53bffff,2023-03,1,1
89a8100f53bffff,2023-05,2,1
89a8100f53bffff,2023-08,3,1
89a8100f53bffff,2023-12,5,1
89a8100f53bffff,2023-19,1,1
89a8100f53bffff,2023-34,12,1
89a8100f53bffff,2023-39,1,1
89a8100f53bffff,2023-47,1,1
89a8100f53bffff,2023-49,1,1
89a8100f543ffff,2022-52,4,1
89a8100f543ffff,2023-01,1,1
89a8100f543ffff,2023-04,1,1
89a8100f543ffff,2023-08,1,1
89a8100f543ffff,2023-10,1,1
89a8100f543ffff,2023-17,5,1
89a8100f543ffff,2023-33,2,1
89a8100f543ffff,2023-45,2,1
89a8100f547ffff,2023-13,2,1
89a8100f547ffff,2023-20,4,1
89a8100f547ffff,2023-45,1,1
89a8100f547ffff,2023-46,1,1
89a8100f547ffff,2023-49,1,1
89a8100f54bffff,2023-02,4,1
89a8100f54bffff,2023-10,5,1
89a8100f54bffff,2023-15,10,1
89a8100f54bffff,2023-21,8,1
89a8100f54bffff,2023-23,23,1
